,movie_id,movie_name,Action,Action/Adventure,Adventure,Black-and-white,Comedy,Crime Fiction,Drama,Family Film,Horror,Indie,Romance Film,Short Film,Thriller,World cinema
17619,26724867,Curse of the Swamp Creature,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10249,18279130,Hellish Flesh,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,2002258,Halloween 4: The Return of Michael Myers,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26199,11985637,Slaughterhouse,0,0,0,0,1,0,0,0,1,1,0,0,0,0
22150,7154908,Puppet Master Vs The Demonic Toys,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23828,8511958,The Brotherhood II,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15588,1721169,Village of the Damned,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14755,1668414,Tetsuo: The Iron Man,0,0,0,1,0,0,0,0,1,0,0,0,1,1
27129,29518461,Shark Night 3D,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7356,25387001,The Incredible 2-Headed Transplant,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22927,17941295,Night School,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28830,31738244,Venus Flytrap,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35200,19703518,Perkins' 14,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27580,2293612,The Tingler,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26822,4305192,Ghosts... of the Civil Dead,0,0,0,0,0,1,1,0,1,0,0,0,0,0
6251,1686611,Yogen,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18284,5113430,Pumpkinhead 4: Blood Feud,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2863,2705562,Abbott and Costello Meet the Invisible Man,0,0,0,1,1,0,0,1,1,0,0,0,0,0
13688,4118334,Countess Dracula,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20910,6353227,Unearthed,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3707,11699160,The Card Player,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34253,33361939,Set Up,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36653,5795244,The Wicked City,1,0,0,0,0,0,0,0,1,0,0,0,0,0
23556,304428,The Birds,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37356,15461990,Bloodthirsty Butchers,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41481,1046559,Dracula,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35903,7277391,La Maldicion de la Bestia,0,0,0,0,0,0,0,0,1,0,0,0,0,0
727,1924191,Rampage,0,0,0,0,0,1,1,0,1,0,0,0,1,0
2374,2522220,The Hidden,0,0,0,0,0,0,0,0,1,1,0,0,1,0
20584,29042331,New Mr. Vampire,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7047,1135295,Thir13en Ghosts,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40267,17308230,Blood on the Highway,0,0,0,0,1,0,0,0,1,1,0,0,0,0
27771,30752267,River of Darkness,1,1,0,0,0,0,0,0,1,0,0,0,1,0
3609,3302848,Frankenstein Meets the Wolf Man,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18543,32226914,The Man In The Maze,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5717,1844967,Eye of the Devil,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37317,17961967,Hallucinations of a Deranged Mind,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5123,24160453,Cannibal Campout,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24557,28859296,Dead Space: Aftermath,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9773,11472483,Dance of the Dwarfs,0,0,1,0,0,0,0,0,1,0,0,0,0,0
12639,15828749,Sick Girl,0,0,0,0,0,0,1,0,1,1,0,0,0,0
28013,27576303,Blood Night: The Legend of Mary Hatchet,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12505,1999677,Wolfen,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1350,18019926,Messengers 2: The Scarecrow,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34658,3771410,Revenge of the Creature,0,0,0,1,0,0,0,0,1,0,0,0,0,0
24131,894309,"The Beast from 20,000 Fathoms",0,0,0,0,0,0,0,0,1,0,0,0,0,0
2706,2168278,The Stone Tape,0,0,0,0,0,0,1,0,1,0,0,0,0,0
18754,7986184,The Gravedancers,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35500,14696485,The Gate II: Trespassers,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17205,3148833,Once Bitten,0,0,0,0,1,0,0,0,1,0,1,0,0,0
34151,11260507,Zibahkhana,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33622,3827920,Doll Master,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2549,31237593,The Possessed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26128,26588977,The Last Exorcism,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28615,12014760,One Missed Call: Final,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10112,498181,The Order,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30201,7199437,The Penalty,0,0,0,1,0,0,1,0,1,1,0,0,0,0
4109,2073543,War of the Gargantuas,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23222,16147568,Villmark,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13750,32861946,Appointment with Fear,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9286,27147259,Kakashi,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16777,1699805,Alien Apocalypse,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24538,2008660,Wicked City,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1919,15406605,A Secret Handshake,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20004,8323362,The Rats,0,0,0,0,0,0,1,0,1,0,0,0,0,0
437,14076924,Frightmare,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21208,20198389,Walled In,0,0,0,0,0,0,0,0,1,1,0,0,1,0
8280,2099943,Night of the Demon,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22643,12588031,InAlienable,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28365,6667989,Tormented,0,0,0,1,0,0,0,0,1,1,0,0,0,0
37318,18769096,Beneath Still Waters,0,0,0,0,0,0,0,0,1,1,0,0,0,0
21358,36131759,Machhli Jal Ki Rani Hai,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33222,12506616,The Alchemist,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2494,1803595,The Changeling,0,0,0,0,0,0,0,0,1,0,0,0,1,0
39791,19305207,Shaitani Ilaaka,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25858,2955789,Brain Blockers,0,0,0,0,1,0,0,0,1,0,0,0,0,0
25430,7023734,S.S. Doomtrooper,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35882,5694982,To Die For,0,0,0,0,0,0,1,0,1,1,1,0,0,0
4506,2839410,Cannibal Ferox,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9267,4788277,Tarantula,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30337,18734761,Dead Daughters,0,0,0,0,0,0,0,0,1,0,0,0,0,1
10583,7249475,La Casa del Terror,0,0,0,1,1,0,0,0,1,0,0,0,0,0
39098,11919313,Invasion of the Not Quite Dead,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4851,5696805,Darna Mana Hai,0,0,0,0,0,0,0,0,1,0,0,0,0,1
15827,3552642,The Scorned,0,0,0,0,1,0,0,0,1,0,0,0,1,0
37885,24394835,And Soon the Darkness,0,0,0,0,0,1,0,0,1,0,0,0,0,0
33924,6845157,Starship Troopers 3: Marauder,1,1,1,0,0,0,0,0,1,0,0,0,1,0
22858,12289584,Skeleton Man,1,1,0,0,0,0,0,0,1,0,0,0,1,0
10183,26190611,Road Train,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32558,4122840,Urban Legends: Bloody Mary,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41836,8949772,The Walking Dead,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3834,24086764,HP Lovecraft's The Tomb,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12416,11541829,Pulse 2: Afterlife,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23640,865607,The Quatermass Xperiment,0,0,0,1,0,0,0,0,1,0,0,0,1,0
23382,13412180,The Countess,0,0,0,0,0,1,1,0,1,0,1,0,1,1
38875,26713091,'It's Alive!',0,0,0,0,0,0,1,0,1,0,0,0,0,0
41131,3611352,The Quiet Family,0,0,0,0,1,1,0,0,1,0,0,0,1,1
826,8359892,Bigfoot,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37528,21909087,The Cellar,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26133,5994199,Leprechaun In the Hood,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33301,1704120,Blastfighter,1,0,0,0,0,1,1,0,1,0,0,0,1,0
28314,24668912,The Whore,0,0,0,0,1,0,0,0,1,0,0,0,0,0
16731,308856,The Phantom of the Opera,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2950,1570843,The Hills Have Eyes,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6014,72453,Signs,0,0,0,0,0,0,1,0,1,0,0,0,1,0
39858,29642103,Kaalo,0,0,0,0,0,0,0,0,1,0,0,0,0,1
39419,2259649,Maniac Cop,1,1,0,0,0,0,0,0,1,1,0,0,1,0
31452,21366745,Monster,0,0,0,0,0,0,0,0,1,1,0,0,1,0
40230,27498996,Amphibious,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24418,7596752,The Collingswood Story,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5688,10690553,Killing Birds,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31221,14220618,Night Visitor,0,0,0,0,0,0,0,0,1,0,0,0,1,0
9290,2752473,Malevolence,0,0,0,0,0,1,0,0,1,0,0,0,1,0
23946,2103762,Fire Maidens from Outer Space,0,0,1,0,0,0,0,0,1,0,0,0,0,0
59,9380065,Alien Express,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3420,12564335,From Within,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10422,35916354,Wrong Turn 5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32822,26009758,Severed Ties,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30452,3766451,Piranha II: The Spawning,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22474,5145148,House IV,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39387,2903228,The Mothman Prophecies,0,0,0,0,0,0,1,0,1,0,0,0,1,0
18237,34314079,High Desert Kill,1,0,0,0,0,0,1,0,1,0,0,0,1,0
40793,12122385,Absurd,0,0,0,0,0,0,0,0,1,0,0,0,0,1
27528,5734461,Wrong Turn 2: Dead End,1,0,0,0,0,0,0,0,1,0,0,0,1,0
36282,11197989,Sorum,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24764,3303351,House of Dracula,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13235,2456349,Dead Men Walk,0,0,0,1,0,0,1,0,1,0,0,0,0,0
4759,9477007,Veneno para las hadas,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21817,25643143,Shark,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36328,10791868,Aayiram Jenmangal,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29820,1329895,Dr. Caligari,0,0,0,0,1,0,0,0,1,0,0,0,0,0
33935,23620486,Under The Mountain,0,0,1,0,0,0,1,1,1,0,0,0,0,1
32448,3672796,Dr. Jekyll and Mr. Hyde,0,0,0,1,0,1,1,0,1,0,0,0,0,0
21376,5388746,Nightmare,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35710,6149282,It!,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13040,1012024,Nekromantik,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4566,11537723,I Eat Your Skin,0,0,0,1,0,0,0,0,1,0,0,0,0,0
22998,24884138,Gauri: The Unborn,0,0,0,0,0,0,1,0,1,0,0,0,1,1
16007,2382573,The Last Broadcast,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38776,23658618,Wrong Turn 3: Left for Dead,0,0,0,0,0,1,0,0,1,0,0,0,1,0
4157,28035306,Caesar and Otto's Summer Camp Massacre,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26016,32156051,The Lamp,0,0,0,0,0,0,0,0,1,0,0,0,0,0
444,24292756,Eyes of a Stranger,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19596,13755733,Machine Head,0,0,0,0,1,0,0,0,1,1,0,0,0,0
16529,16183078,Whoever Slew Auntie Roo?,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28243,36229099,Bugs,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8225,12014701,Billi,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15912,19889791,A Taste of Blood,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25439,1727511,Tower of Terror,0,0,0,0,1,0,0,1,1,0,0,0,1,0
33336,35779717,Geometria,0,0,0,0,0,0,0,0,1,0,0,1,1,0
23510,17117633,I Dismember Mama,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29663,17405162,Thirst,0,0,0,0,1,0,1,0,1,0,1,0,0,0
6131,33947543,The Curse of El Charro,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10532,25375805,Livestock,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33775,5515243,The Wicker Man,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3087,19587744,Spookies,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41619,26048464,Troublesome Night 14,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11907,32808620,Hatchetman,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16068,33932729,A Night to Dismember,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16787,5526366,The Witches of Eastwick,0,0,0,0,1,0,1,0,1,0,0,0,1,0
699,7744004,Krasue Valentine,0,0,0,0,1,0,0,0,1,0,0,0,0,0
7488,24276207,The Beach Girls and the Monster,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2968,3566511,Werewolf of London,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21105,13379153,Nightmare,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12265,11584672,APT,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11090,6355228,The Breed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10193,24892602,Swamp Devil,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9885,4333214,I'll Always Know What You Did Last Summer,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16286,5221717,'Salem's Lot,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10637,6562947,The Amityville Curse,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41561,3523874,The Mummy's Curse,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31543,18607185,Smash Cut,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35432,7286445,The Witches,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25622,17798387,The Guard Post,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38612,7684217,Ultimo mondo cannibale,0,1,0,0,0,0,0,0,1,0,0,0,0,1
20670,13408805,The Deaths of Ian Stone,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23611,26063887,Troublesome Night 18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3812,6940101,The Black Cat,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24341,12106162,Squirm,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35352,11998,Godzilla vs. Megalon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38484,1647718,Return to Glennascaul,0,0,0,0,0,0,0,0,1,0,0,1,0,0
12619,8824700,Candyman 3: Day of the Dead,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32151,13254862,The Vagrant,0,0,0,0,1,0,0,0,1,1,0,0,1,0
5705,2667958,Deep Rising,1,1,0,0,0,0,0,0,1,0,0,0,0,0
5511,9595500,The Monster That Challenged the World,0,0,0,1,0,0,0,0,1,0,0,0,0,0
40232,7856117,Mimic 2,0,0,0,0,0,0,0,0,1,0,0,0,1,0
16521,27445334,Mr. Vampire III,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35763,82423,Nosferatu,0,0,0,0,0,0,0,0,1,1,1,0,0,1
22526,950929,The Haunting,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7649,2636349,Untold Story,0,0,0,0,0,1,0,0,1,0,0,0,1,1
29407,28324016,Phir Wohi Raat,0,0,0,0,0,1,0,0,1,0,0,0,0,0
32070,15055389,Charlie Chan in Egypt,0,0,0,1,0,0,0,0,1,0,0,0,1,0
32747,33581815,Deadly Love,1,0,0,0,0,0,1,0,1,0,0,0,1,0
37353,2675881,Black Friday,0,0,0,1,0,0,0,0,1,0,0,0,0,0
35474,3999301,Phenomena,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5161,6181075,Waxworks,0,0,0,1,0,0,1,0,1,1,0,0,0,1
23246,11584626,Cinderella,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5536,2002320,Halloween 5: The Revenge of Michael Myers,0,0,0,0,0,0,0,0,1,1,0,0,0,0
16503,30345305,The Chair,0,0,0,0,0,0,1,0,1,0,0,0,1,0
30938,19919895,Cold Prey 2,0,0,0,0,0,0,1,0,1,0,0,0,1,1
29650,28376341,Voices,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5369,24381383,Next of Kin,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35675,32636168,Curse of the Komodo,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36585,12566479,Xtro 3: Watch the Skies,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19415,5794124,The Comedy of Terrors,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11819,2480828,Valentine,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34216,9757243,Zombies on Broadway,0,0,0,0,1,0,0,0,1,0,0,0,0,0
31343,29360653,The Willies,0,0,0,0,0,0,0,0,1,0,0,0,1,0
15887,1165657,Psycho Beach Party,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6482,16029506,Necrosis,0,0,0,0,0,0,0,0,1,1,0,0,0,0
41930,4200829,Hatred of a Minute,0,0,0,0,0,1,0,0,1,0,1,0,1,0
29204,4070802,I Vampiri,0,0,0,1,0,0,0,0,1,0,0,0,0,1
13552,2807368,Horror Express,0,0,0,0,0,0,0,0,1,0,0,0,0,0
757,9088886,Queen of the Damned,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21387,14695721,Deadly Intruder,0,0,0,0,0,0,0,0,1,0,0,0,1,0
24274,14740301,Tarantulas: The Deadly Cargo,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8031,4229906,I Was a Teenage Frankenstein,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5734,983731,Long Time Dead,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1213,23944914,Wake Wood,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24506,26761606,A Serbian Film,0,0,0,0,0,0,1,0,1,0,0,0,1,1
32091,2534857,Night of the Creeps,0,0,0,0,1,0,0,0,1,0,0,0,0,0
29154,23114401,Acolytes,0,0,0,0,0,0,0,0,1,0,0,0,1,1
9108,1353086,The Fearless Vampire Killers,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21771,12510051,Diary,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23835,13481880,Crawlspace,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15996,1945359,Final Destination 3,0,0,0,0,0,0,0,0,1,0,0,0,1,0
6005,17767428,Warning Sign,1,1,0,0,0,0,0,0,1,0,0,0,1,0
28399,4851257,Kingdom of the Spiders,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32485,8475191,Boogeyman 2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34990,25934563,Pig Hunt,1,0,0,0,0,0,0,0,1,0,0,0,1,0
17117,27602393,Monsters,0,0,0,0,0,0,1,0,1,0,1,0,1,0
20295,1688077,Leprechaun,0,0,0,0,1,0,0,0,1,0,0,0,0,0
21974,1844615,Redneck Zombies,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29170,36173338,Short Night of the Glass Dolls,0,0,0,0,0,0,0,0,1,0,0,0,0,1
21081,26838880,Possessed,0,0,0,0,0,1,0,0,1,0,0,0,1,0
25878,5144797,The Horror Show,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20946,5579823,The Nature of the Beast,1,0,0,0,0,0,1,0,1,0,0,0,1,0
38299,413949,Peeping Tom,0,0,0,0,0,1,0,0,1,0,0,0,1,0
3119,4586256,How to Make a Monster,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5825,33633066,The Presence,0,0,0,0,0,0,1,0,1,0,0,0,1,0
39019,23624157,Let Me In,0,0,0,0,0,0,1,0,1,0,1,0,1,0
30697,5878044,Picnic at Hanging Rock,0,0,0,0,0,0,1,0,1,0,0,0,1,1
36073,21517630,Hillside Cannibals,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8397,15107155,Akui ggot,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40142,3827670,Dracula A.D.1972,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21463,24397723,Jolly Roger: Massacre at Cutter's Cove,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30743,8035875,Pro-Life,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2995,5485644,St. John's Wort,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22213,23170940,Asylum of the Damned,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36750,9708819,Socket,0,0,0,0,0,0,1,0,1,1,0,0,1,0
26363,2111318,I Walked with a Zombie,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18493,8267581,Sherlock Holmes and the House of Fear,0,0,0,1,0,1,0,0,1,0,0,0,1,0
10264,673472,The Lost Boys,0,0,0,0,1,0,0,0,1,0,0,0,0,0
27904,18176131,Texas Night Train,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32514,7694669,Saw IV,0,0,0,0,0,1,0,0,1,0,0,0,1,0
8944,12139290,Urban Decay,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16061,4180684,Witchboard,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13261,32145126,The Sibling,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29900,29645,Scared to Death,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37638,5259161,The Host,0,1,0,0,1,0,1,0,1,0,0,0,0,1
22399,30751678,Wrestlemaniac,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24726,34202918,Pocong vs Kuntilanak,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9211,24872588,My Soul to Take,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36543,27663923,Dinoshark,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35083,8080890,Habitat,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7062,5047902,De Lift,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30908,26886022,Nightmare Beach,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35773,12161577,Grey Knight,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9804,13425976,Stomp! Shout! Scream!,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7349,4292601,Hollow Man 2,1,0,0,0,0,0,0,0,1,0,0,0,1,0
356,7280802,Wolfman,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23674,34931488,My Super Psycho Sweet 16: Part 3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4048,31748184,The Vampires of Bloody Island,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34058,13899957,Conquest,0,1,1,0,0,0,0,0,1,0,0,0,0,1
36373,36724042,Shark Attack 3: Megalodon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9386,15984648,Gingerdead Man 2: Passion of the Crust,0,0,0,0,1,0,0,0,1,0,0,0,0,0
23922,12196041,Plague,0,0,0,0,0,0,1,0,1,0,0,0,1,0
40891,26946311,Children of the Corn,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8980,24314436,Season's Greetings,0,0,0,0,1,0,0,0,1,0,0,1,0,0
7820,17208834,Dance of the Dead,0,0,0,0,1,0,0,0,1,1,0,0,0,0
30462,28887886,Python II,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37747,5516533,Captain Kronos - Vampire Hunter,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8482,19473036,The Minion,1,1,0,0,0,0,0,0,1,0,0,0,1,0
24962,25526318,Blood Mania,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25684,25948781,Pig,0,0,0,0,0,0,0,0,1,0,0,1,0,0
33884,2590391,The Head of Janus,0,0,0,1,0,0,0,0,1,1,0,0,0,0
13476,14327942,Elves,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40199,1308799,Repossessed,0,0,0,0,1,0,0,0,1,0,0,0,0,0
26976,3191060,Q,0,0,0,0,0,0,0,0,1,1,0,0,1,0
14466,11179699,Devil Dog: The Hound of Hell,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33059,4860005,Jom kha mung wej,0,0,0,0,0,0,0,0,1,0,0,0,1,0
13742,1254881,Night of the Living Dead,0,0,0,0,0,0,0,0,1,1,0,0,0,0
34386,8069903,The Hitcher,1,0,0,0,0,0,1,0,1,0,0,0,1,0
31757,7370905,Waxwork II: Lost in Time,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1100,27223546,Hansel and Gretel: Witch Hunters,1,0,0,0,1,0,0,0,1,0,0,0,0,0
11706,5838045,Hellboy: Blood and Iron,1,1,0,0,0,0,0,0,1,0,0,0,1,0
153,2546429,Friday the 13th: The Final Chapter,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2361,31574831,Exquisite Corpse,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2701,17038375,Zombie! vs. Mardi Gras,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2219,2360074,Aaptamitra,0,0,0,0,0,0,0,0,1,0,0,0,1,1
7941,11103867,Dragon Head,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25783,12128552,Dak Bangla,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7742,3747529,Jack Frost,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4472,1994850,Three... Extremes,0,0,0,0,0,0,0,0,1,0,0,0,0,1
18439,73488,Frankenstein,0,0,0,1,0,0,0,0,1,0,0,0,0,0
36464,10860957,Just Before Dawn,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8283,26366702,Curse of Bigfoot,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23696,18290593,Büyü,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28790,13439015,The Night Stalker,0,0,0,0,0,0,0,0,1,0,0,0,1,0
10092,2423917,Silent Rage,1,1,0,0,0,1,0,0,1,0,1,0,0,0
11709,24811390,I've Been Waiting for You,0,0,0,0,0,0,0,0,1,0,0,0,0,0
472,36406869,Sella Turcica,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30587,21788853,Lila,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18303,4343478,House of the Long Shadows,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1936,31477549,Disturbed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30551,14420555,Locusts: The 8th Plague,0,0,0,0,0,0,1,0,1,0,0,0,1,0
